s01e01	[First scene opens with three Rangers riding through a tunnel, leaving the Wall, and going into the woods. (Eerie music in background) One Ranger splits off and finds a campsite full of mutilated bodies, including a child hanging from a tree branch. A birds-eye view shows the bodies arranged in a shield-like pattern. The Ranger rides back to the other two.]
s01e01	WAYMAR ROYCE: What d’you expect? They’re savages. One lot steals a goat from another lot and before you know it, they’re ripping each other to pieces.
s01e01	WILL: I’ve never seen wildlings do a thing like this. I’ve never seen a thing like this, not ever in my life.
s01e01	WAYMAR ROYCE: How close did you get?
s01e01	WILL: Close as any man would.
s01e01	GARED: We should head back to the wall.
s01e01	ROYCE: Do the dead frighten you?
s01e01	GARED: Our orders were to track the wildlings. We tracked them. They won’t trouble us no more.
s01e01	ROYCE: You don’t think he’ll ask us how they died? Get back on your horse.
s01e01	[GARED grumbles.]
s01e01	WILL: Whatever did it to them could do it to us. They even killed the children.
s01e01	ROYCE: It’s a good thing we’re not children. You want to run away south, run away. Of course, they will behead you as a deserter … If I don’t catch you first. Get back on your horse. I won’t say it again.
s01e01	[WILL glares, but obeys. Sometime later, the three Rangers return to the campsite, which is now completely cleared.]
s01e01	ROYCE: Your dead men seem to have moved camp.
s01e01	WILL: They were here.
s01e01	GARED: See where they went.
s01e01	[The three look around, swords drawn. They hear the wind and eerie calls. GARED finds a red cloth in the snow.]
s01e01	ROYCE: What is it?
s01e01	GARED: It’s …
s01e01	[As he speaks, a CREATURE with glowing blue eyes rises behind ROYCE. ROYCE turns, the CREATURE strikes. The scene shifts to WILL, who hears a man crying out. The three horses stampede past him. He turns and sees someone standing very still in the distance. The figure turns – it’s the child who had been suspended in the tree, now with glowing blue eyes. WILL turns and runs.
s01e01	GARED is also fleeing, and we hear strange growls and catch glimpses of the CREATURE. Both terrified RANGERS stop, some distance apart, to catch their breath. WILL sees a CREATURE behead GARED. WILL sinks to his knees and the CREATURE tosses GARED’S head to him.]
s01e01	[Blackout]
s01e01	[Riders from Winterfell come up behind a dazed WILL. The scene shifts to the castle, where BRAN is practicing archery and getting frustrated, under the eyes of JON SNOW and ROBB STARK. JON pats BRAN’S shoulder.]
s01e01	JON: Go on. Father’s watching.
s01e01	[We see NED and CATELYN STARK watching from above.]
s01e01	JON: And your mother.
s01e01	[Scene shifts to needlework practice with the girls inside the castle.]
s01e01	SEPTA MORDANE (to SANSA): Fine work, as always. Well done.
s01e01	SANSA: Thank you.
s01e01	SEPTA MORDANE: I love the detail that you’ve managed to get in this corners. … Quite beautiful … the stitching …
s01e01	[As she murmurs to SANSA about the embroidery, ARYA struggles with her needlework and listens to the arrows hitting and the male laughter outside.]
s01e01	[Outside, BRAN tries and misses again. Everyone laughs.]
s01e01	NED: And which one of you was a marksman at ten? Keep practicing, Bran. Go on.
s01e01	JON: Don’t think too much, Bran.
s01e01	ROBB: Relax your bow arm.
s01e01	[BRAN pulls the arrow back. An arrow hits the bullseye. BRAN (still with his arrow), JON, and ROBB turn in surprise to see ARYA, who curtsies after her perfect shot. ROBB and JON laugh as Bran takes out after ARYA.]
s01e01	JON/ROBB: Quick, Bran, faster!
s01e01	[RODRICK CASSEL and THEON GREYJOY approach NED and CATELYN on the balcony.]
s01e01	CASSEL: Lord Stark. My lady. A guardsman just rode in from the hills. They’ve captured a deserter from the Night’s Watch.
s01e01	[NED grimaces.]
s01e01	NED: Get the lads to saddle their horses.
s01e01	[THEON departs.]
s01e01	CATELYN: Do you have to?
s01e01	NED: He swore an oath, Cat.
s01e01	CASSEL: The law is law, my lady.
s01e01	NED: Tell Bran he’s coming, too.
s01e01	[CASSEL nods and departs.]
s01e01	CATELYN: Ned. Ten is too young to see such things.
s01e01	NED: He won’t be a boy forever. And winter is coming.
s01e01	[NED departs. In the courtyard, ROBB and JON gather the arrows. CATELYN turns and glares down on JON. He looks at her and walks away.]
s01e01	ROBB: Lad, go run back and get the rest.
s01e01	[Scene shifts, and we see WILL being taken to the block.]
s01e01	WILL (muttering): White Walkers. I saw the White Walkers. White Walkers. The White Walkers, I saw them.
s01e01	[He and NED face each other.]
s01e01	WILL: I know I broke my oath. And I know I’m a deserter. I should have gone back to the Wall and warned them. But I saw what I saw. I saw the White Walkers. People need to know. If you can get word to my family, tell them I’m no coward. Tell them I’m sorry.
s01e01	NED nods yes, and WILL is positioned on the tree limb that serves as a block. [NED draws Ice from a scabbard held by Theon.]
s01e01	WILL (whispering): Forgive me, lord.
s01e01	[NED bows his head over ICE.]
s01e01	NED: In the name of Robert of the House Baratheon, first of his name …
s01e01	JON (to BRAN): Don’t look away.
s01e01	NED: King of the Andals and the First Men …
s01e01	JON: Father will know if you do.
s01e01	NED: Lord of the Seven Kingdoms and protector of the realm, I, Eddard of the House Stark, Lord of Winterfell and Warden of the North, sentence you to die.
s01e01	[NED swings ICE and beheads WILL. BRAN does not look away.]
s01e01	JON: You did well.
s01e01	[He walks away. ROBB turns and puts his arm around BRAN and they go to their horses together. NED approaches BRAN.]
s01e01	NED: You understand why I did it?
s01e01	BRAN: Jon said he was a deserter.
s01e01	NED: But do you understand why I had to kill him?
s01e01	BRAN: Our way is the old way?
s01e01	NED: The man who passes the sentence should swing the sword.
s01e01	BRAN: Is it true he saw the White Walkers?
s01e01	NED: The White Walkers have been gone for thousands of years.
s01e01	BRAN: So he was lying?
s01e01	NED: A madman sees what he sees.
s01e01	[Scene shifts to a dead stag’s head. The Winterfell men gather on the bridge They see a ravaged deer before them.]
s01e01	JON: What is it?
s01e01	THEON: Mountain lion?
s01e01	NED: There are no mountain lions in these woods.
s01e01	[With swords out, they begin to search. NED finds a dead direwolf with antlers through her throat. Her pups are whimpering around her.]
s01e01	THEON: It’s a freak.
s01e01	NED: It’s a direwolf.
s01e01	[NED and CASSEL glance at each other.]
s01e01	NED: Tough old beast.
s01e01	[He pulls out the antlers.]
s01e01	ROBB: There are no direwolves south of the Wall.
s01e01	JON: Now there are five.
s01e01	[Jon picks up a pup and offers it to BRAN.]
s01e01	JON: You want to hold it?
s01e01	BRAN: Where will they go? Their mother’s dead.
s01e01	CASSEL: They don’t belong down here.
s01e01	NED: Better a quick death. They won’t last without their mother.
s01e01	THEON: Right. Give it here.
s01e01	BRAN: NO!
s01e01	ROBB (disgustedly to THEON): Put away your blade.
s01e01	THEON: I take orders from your father, not you.
s01e01	BRAN: Please, father!
s01e01	NED: I’m sorry, Bran.
s01e01	JON: Lord Stark? There are five pups. One for each of the Stark children. The direwolf is the sigil of your House. They were meant to have them.
s01e01	[Everyone looks at NED, BRAN with great hope.]
s01e01	NED: You will train them yourselves. You will feed them yourselves. And if they die, you will bury them yourselves.
s01e01	[BRAN cradles his pup as JON hands more pups to ROBB.]
